year,round,date,start_time,attendance,home_team_score,away_team_score,rain_fall,home_team_id,away_team_id,name,stadium_id
2020,R11,2020-08-10,18:40,18512,48,32,31.0,6,10,Perth Stadium,26
2020,R11,2020-08-10,18:10,3903,34,93,0.0,15,7,Gabba,166
2020,R11,2020-08-09,17:40,2172,92,35,0.0,11,12,Adelaide Oval,27
2020,R11,2020-08-09,13:35,19092,72,50,4.4,17,3,Perth Stadium,26
2020,R11,2020-08-08,19:40,11061,96,72,11.6,2,18,Gabba,166
2020,R11,2020-08-08,16:05,10256,93,72,1.4,13,14,Adelaide Oval,27
2020,R1,2020-03-22,15:40,0,78,51,0.0,17,11,Perth Stadium,26
2020,R1,2020-03-22,15:35,0,90,62,0.2,10,2,M.C.G.,24
2020,R1,2020-03-22,13:05,0,56,54,0.2,12,15,Docklands,50
2020,R1,2020-03-21,19:40,0,105,73,0.0,9,7,Sydney Showground,73
2020,R1,2020-03-21,18:40,0,29,76,0.0,8,13,Carrara,67
2020,R1,2020-03-21,16:35,0,71,74,0.0,1,16,Adelaide Oval,27
2020,R1,2020-03-21,14:10,0,63,57,0.4,5,6,Docklands,50
2020,R1,2020-03-20,19:50,0,34,86,0.0,18,4,Docklands,50
2020,R1,2020-03-19,19:40,0,105,81,0.0,14,3,M.C.G.,24
2020,R10,2020-08-07,19:50,1178,55,59,1.0,5,9,Carrara,67
2020,R10,2020-08-06,20:10,3095,74,78,0.0,8,15,Carrara,67
2020,R10,2020-08-06,17:40,4146,50,41,0.0,4,16,Gabba,166
2020,R10,2020-08-05,19:40,12022,37,88,0.0,1,11,Adelaide Oval,27
2020,R10,2020-08-05,17:40,2282,90,57,0.0,7,12,Gabba,166
2020,R10,2020-08-04,19:10,5651,82,41,0.0,14,2,Carrara,67
2020,R10,2020-08-03,18:40,14159,55,42,0.0,13,18,Adelaide Oval,27
2020,QF,2020-10-02,19:50,22104,69,54,0.0,2,14,Gabba,166
2020,QF,2020-10-01,19:10,22755,58,42,1.6,13,7,Adelaide Oval,27
2020,PF,2020-10-17,18:40,29121,42,82,0.0,2,7,Gabba,166
2020,PF,2020-10-16,19:20,24292,40,46,0.2,13,14,Adelaide Oval,27
2020,GF,2020-10-24,18:30,29707,81,50,0.4,14,7,Gabba,166
2020,EF,2020-10-03,18:10,32865,75,76,2.8,17,4,Perth Stadium,26
2020,EF,2020-10-03,16:40,10561,67,64,0.0,15,18,Gabba,166
2019,SF,2019-09-14,19:25,30034,80,83,0.0,2,9,Gabba,166
2019,SF,2019-09-13,19:50,51813,88,68,0.0,7,17,M.C.G.,24
2019,R9,2019-05-19,16:40,9599,138,45,0.0,9,3,Sydney Showground,73
2019,R9,2019-05-19,15:20,64936,95,59,0.0,14,10,M.C.G.,24
2019,R9,2019-05-19,12:40,26129,89,51,0.0,13,8,Adelaide Oval,27
2019,R9,2019-05-18,19:25,12799,72,77,0.0,12,16,Bellerive Oval,44
2019,R9,2019-05-18,19:25,29176,60,53,0.0,5,6,Docklands,50
2019,R9,2019-05-18,16:35,31373,133,89,0.0,7,18,Kardinia Park,160
2019,R9,2019-05-18,14:10,20405,93,92,1.6,2,1,Gabba,166
2019,R9,2019-05-18,13:45,60702,112,71,0.0,4,15,M.C.G.,24
2019,R9,2019-05-17,18:10,51162,85,69,1.8,17,11,Perth Stadium,26
2019,R8,2019-05-12,15:20,42641,86,111,0.0,6,14,Perth Stadium,26
2019,R8,2019-05-12,15:20,14636,71,38,0.1,10,9,M.C.G.,24
2019,R8,2019-05-12,13:10,21156,80,104,0.1,12,7,Docklands,50
2019,R8,2019-05-11,19:10,49675,68,88,1.0,13,1,Adelaide Oval,27
2019,R8,2019-05-11,19:25,24246,70,88,9.8,15,17,Docklands,50
2019,R8,2019-05-11,16:35,9765,60,61,0.0,8,11,Carrara,67
2019,R8,2019-05-11,13:45,9039,92,76,13.0,18,2,Eureka Stadium,131
2019,R8,2019-05-11,13:45,69289,87,106,9.8,3,4,M.C.G.,24
2019,R8,2019-05-10,19:50,26502,77,72,0.0,16,5,S.C.G.,68
2019,R7,2019-05-05,16:10,42383,51,34,0.0,1,6,Adelaide Oval,27
2019,R7,2019-05-05,15:20,63527,86,54,2.2,7,5,M.C.G.,24
2019,R7,2019-05-05,13:10,42430,62,120,2.2,3,12,Docklands,50
2019,R7,2019-05-04,18:10,47497,80,57,2.0,17,8,Perth Stadium,26
2019,R7,2019-05-04,19:25,36151,99,52,0.4,18,14,Docklands,50
2019,R7,2019-05-04,16:35,20075,103,81,0.0,2,16,Gabba,166
2019,R7,2019-05-04,13:45,12633,114,70,,9,15,Manuka Oval,167
2019,R7,2019-05-04,13:45,40864,79,74,0.4,11,10,M.C.G.,24
2019,R7,2019-05-03,19:50,37559,108,69,0.2,4,13,Docklands,50
2019,R6,2019-04-28,16:40,28085,104,46,0.0,7,17,Kardinia Park,160
2019,R6,2019-04-28,15:20,15888,93,88,0.0,10,3,York Park,152
2019,R6,2019-04-27,18:10,43732,88,69,0.0,6,18,Perth Stadium,26
2019,R6,2019-04-27,19:25,29780,79,120,0.0,16,9,S.C.G.,68
2019,R6,2019-04-27,16:35,28404,68,97,4.0,15,1,Docklands,50
2019,R6,2019-04-27,13:45,13694,62,111,0.0,8,2,Carrara,67
2019,R6,2019-04-26,19:20,36099,88,72,0.2,13,12,Adelaide Oval,27
2019,R6,2019-04-25,15:20,92241,69,73,0.0,5,4,M.C.G.,24
2019,R6,2019-04-24,19:35,72704,85,42,0.0,14,11,M.C.G.,24
2019,R5,2019-04-22,15:20,66347,90,113,1.0,10,7,M.C.G.,24
2019,R5,2019-04-21,16:10,40847,119,46,0.8,1,8,Adelaide Oval,27
2019,R5,2019-04-21,13:10,35069,57,101,0.0,18,3,Docklands,50
2019,R5,2019-04-20,19:25,40053,89,67,0.0,14,16,Docklands,50
2019,R5,2019-04-20,16:35,35558,55,95,0.0,11,15,M.C.G.,24
2019,R5,2019-04-20,13:45,11277,82,106,0.0,9,6,Manuka Oval,167
2019,R5,2019-04-19,18:10,49290,53,95,23.4,17,13,Perth Stadium,26
2019,R5,2019-04-19,16:20,48278,58,116,0.0,12,5,Docklands,50
2019,R5,2019-04-18,19:35,34017,61,123,0.2,2,4,Gabba,166
2019,R4,2019-04-14,15:20,35883,74,69,0.0,15,10,Docklands,50
2019,R4,2019-04-14,14:40,14176,59,57,0.2,8,3,Carrara,67
2019,R4,2019-04-13,18:10,58219,69,56,0.0,17,6,Perth Stadium,26
2019,R4,2019-04-13,19:25,17207,71,59,0.0,12,1,Docklands,50
2019,R4,2019-04-13,16:05,38864,92,99,0.0,13,14,Adelaide Oval,27
2019,R4,2019-04-13,14:10,48289,112,65,0.0,5,2,M.C.G.,24
2019,R4,2019-04-13,13:45,28780,75,79,0.0,7,9,Kardinia Park,160
2019,R4,2019-04-12,19:50,59257,78,64,0.0,4,18,M.C.G.,24
2019,R4,2019-04-11,19:20,26669,78,100,0.0,16,11,S.C.G.,68
2019,R3,2019-04-07,15:20,38227,71,66,0.0,6,15,Perth Stadium,26
2019,R3,2019-04-07,15:20,36174,87,71,0.0,10,12,M.C.G.,24
2019,R3,2019-04-07,14:20,22499,68,73,0.0,18,8,Docklands,50
2019,R3,2019-04-06,19:25,60878,76,98,0.0,4,17,M.C.G.,24
2019,R3,2019-04-06,18:25,19958,107,90,0.0,2,13,Gabba,166
2019,R3,2019-04-06,16:35,12697,125,76,1.6,9,14,Sydney Showground,73
2019,R3,2019-04-06,13:45,39290,74,93,0.0,3,16,Docklands,50
2019,R3,2019-04-05,19:50,52475,112,130,0.0,11,5,M.C.G.,24
2019,R3,2019-04-04,19:20,45631,75,99,0.0,1,7,Adelaide Oval,27
2019,R23,2019-08-25,16:10,27504,110,67,0.0,13,6,Adelaide Oval,27
2019,R23,2019-08-25,15:20,76995,82,55,1.2,14,2,M.C.G.,24
2019,R23,2019-08-25,13:10,9560,121,87,0.8,18,1,Eureka Stadium,131
2019,R23,2019-08-24,18:10,55859,67,105,0.2,17,10,Perth Stadium,26
2019,R23,2019-08-24,19:25,7610,55,127,0.0,8,9,Carrara,67
2019,R23,2019-08-24,16:35,31669,129,61,0.0,7,3,Kardinia Park,160
2019,R23,2019-08-24,14:10,8202,88,83,0.0,12,11,Bellerive Oval,44
2019,R23,2019-08-24,13:45,33722,109,64,0.0,16,15,S.C.G.,68
2019,R23,2019-08-23,19:50,85405,76,65,0.0,4,5,M.C.G.,24
2019,R22,2019-08-18,16:40,31331,118,48,0.1,10,8,Docklands,50
2019,R22,2019-08-18,15:20,10139,65,126,0.0,9,18,Sydney Showground,73
2019,R22,2019-08-18,13:10,57415,88,82,0.1,14,17,M.C.G.,24
2019,R22,2019-08-17,18:10,47833,55,87,26.6,6,5,Perth Stadium,26
2019,R22,2019-08-17,19:25,17063,144,58,4.0,12,13,Docklands,50
2019,R22,2019-08-17,16:05,48175,48,114,0.0,1,4,Adelaide Oval,27
2019,R22,2019-08-17,14:10,35608,75,74,0.0,2,7,Gabba,166
2019,R22,2019-08-17,13:45,51786,78,68,4.0,3,15,M.C.G.,24
2019,R22,2019-08-16,19:50,23700,42,95,0.4,11,16,M.C.G.,24
2019,R21,2019-08-11,15:20,54994,90,80,0.0,17,1,Perth Stadium,26
2019,R21,2019-08-11,15:20,51039,73,45,6.8,14,3,M.C.G.,24
2019,R21,2019-08-11,13:10,17715,72,69,6.8,15,6,Docklands,50
2019,R21,2019-08-10,19:25,21664,69,14,5.6,7,12,Kardinia Park,160
2019,R21,2019-08-10,19:25,41816,33,137,4.8,5,18,Docklands,50
2019,R21,2019-08-10,16:35,22530,144,53,0.0,2,8,Gabba,166
2019,R21,2019-08-10,13:40,29568,103,56,5.8,13,16,Adelaide Oval,27
2019,R21,2019-08-10,13:45,31903,53,70,4.8,11,4,M.C.G.,24
2019,R21,2019-08-09,19:50,11741,29,85,0.0,9,10,Manuka Oval,167
2019,R2,2019-03-31,15:40,10119,61,58,2.6,8,6,Carrara,67
2019,R2,2019-03-31,15:20,39368,87,106,2.0,10,18,M.C.G.,24
2019,R2,2019-03-31,13:10,23100,87,107,2.0,12,2,Docklands,50
2019,R2,2019-03-30,17:10,54985,104,52,0.0,17,9,Perth Stadium,26
2019,R2,2019-03-30,19:25,27561,126,46,0.0,7,11,Kardinia Park,160
2019,R2,2019-03-30,16:40,41552,88,72,1.8,13,3,Adelaide Oval,27
2019,R2,2019-03-30,16:35,44252,65,76,2.2,5,15,Docklands,50
2019,R2,2019-03-29,19:50,32575,62,88,0.0,16,1,S.C.G.,68
2019,R2,2019-03-28,19:20,70699,66,110,0.0,14,4,M.C.G.,24
2019,R20,2019-08-04,16:40,25831,98,80,0.0,2,18,Gabba,166
2019,R20,2019-08-04,15:20,32802,75,99,1.2,3,17,Docklands,50
2019,R20,2019-08-04,13:10,33577,120,51,1.2,4,8,M.C.G.,24
2019,R20,2019-08-03,19:10,39984,92,70,0.0,1,15,Adelaide Oval,27
2019,R20,2019-08-03,19:25,37254,60,93,0.2,11,14,M.C.G.,24
2019,R20,2019-08-03,14:35,36310,95,61,0.0,6,7,Perth Stadium,26
2019,R20,2019-08-03,14:10,16116,83,81,0.0,9,16,Sydney Showground,73
2019,R20,2019-08-03,13:45,42940,67,126,0.2,5,13,Docklands,50
2019,R20,2019-08-02,19:50,33226,86,64,0.6,12,10,Docklands,50
2019,R19,2019-07-28,16:40,15759,96,106,0.0,8,5,Carrara,67
2019,R19,2019-07-28,15:20,32911,80,107,0.0,16,7,S.C.G.,68
2019,R19,2019-07-28,13:10,21181,113,66,2.0,18,6,Docklands,50
2019,R19,2019-07-27,19:10,27591,55,56,0.0,13,9,Adelaide Oval,27
2019,R19,2019-07-27,19:25,22854,104,85,8.0,15,11,Docklands,50
2019,R19,2019-07-27,14:35,54376,121,72,10.4,17,12,Perth Stadium,26
2019,R19,2019-07-27,14:10,38369,87,60,8.0,3,1,M.C.G.,24
2019,R19,2019-07-27,13:45,15157,60,87,0.2,10,2,York Park,152
2019,R19,2019-07-26,19:50,78722,66,98,0.0,4,14,M.C.G.,24
2019,R18,2019-07-21,16:40,21705,116,89,0.0,15,18,Docklands,50
2019,R18,2019-07-21,14:50,7164,78,91,0.0,11,17,Traeger Park,64
2019,R18,2019-07-21,13:10,53636,61,85,0.0,7,10,M.C.G.,24
2019,R18,2019-07-20,18:10,33594,52,51,13.2,6,16,Perth Stadium,26
2019,R18,2019-07-20,19:25,23833,87,75,0.0,2,12,Gabba,166
2019,R18,2019-07-20,16:35,15467,122,75,0.0,9,4,Sydney Showground,73
2019,R18,2019-07-20,14:10,31765,99,75,0.0,3,8,Docklands,50
2019,R18,2019-07-20,13:45,41642,101,63,0.0,14,13,M.C.G.,24
2019,R18,2019-07-19,19:20,47735,75,96,0.0,1,5,Adelaide Oval,27
2019,R17,2019-07-14,16:10,33118,49,97,3.6,13,2,Adelaide Oval,27
2019,R17,2019-07-14,15:20,26781,74,66,1.4,18,11,Docklands,50
2019,R17,2019-07-14,13:10,38986,94,67,1.4,14,9,M.C.G.,24
2019,R17,2019-07-13,19:25,24035,84,57,3.2,7,15,Kardinia Park,160
2019,R17,2019-07-13,19:25,8741,56,151,0.0,8,1,Carrara,67
2019,R17,2019-07-13,16:35,45682,86,81,3.0,5,12,Docklands,50
2019,R17,2019-07-13,14:10,13006,84,53,0.8,10,6,York Park,152
2019,R17,2019-07-13,13:45,32570,62,69,0.0,16,3,S.C.G.,68
2019,R17,2019-07-12,18:10,56251,77,78,0.0,17,4,Perth Stadium,26
2019,R16,2019-07-07,16:40,12268,74,94,0.0,9,2,Sydney Showground,73
2019,R16,2019-07-07,15:20,10696,112,73,0.0,12,15,Bellerive Oval,44
2019,R16,2019-07-07,13:10,55593,100,105,0.0,3,11,M.C.G.,24
2019,R16,2019-07-06,18:10,56358,31,122,11.2,6,17,Perth Stadium,26
2019,R16,2019-07-06,19:25,35641,71,55,0.4,18,7,Docklands,50
2019,R16,2019-07-06,16:05,50544,44,101,0.0,1,13,Adelaide Oval,27
2019,R16,2019-07-06,14:10,16031,58,150,3.2,8,14,Carrara,67
2019,R16,2019-07-06,13:45,60199,76,66,0.4,5,16,M.C.G.,24
2019,R16,2019-07-05,19:50,66407,67,63,0.0,10,4,M.C.G.,24
2019,R15,2019-06-30,15:20,37293,75,79,0.4,6,3,Perth Stadium,26
2019,R15,2019-06-30,15:20,24809,107,74,0.6,2,11,Gabba,166
2019,R15,2019-06-30,13:10,40962,70,103,7.2,15,14,Docklands,50
2019,R15,2019-06-29,19:10,25623,41,66,13.0,13,18,Adelaide Oval,27
2019,R15,2019-06-29,19:25,38801,37,81,1.2,4,12,Docklands,50
2019,R15,2019-06-29,16:35,26194,93,51,0.0,16,8,S.C.G.,68
2019,R15,2019-06-29,13:45,31895,71,77,1.2,10,17,M.C.G.,24
2019,R15,2019-06-28,19:50,28108,96,69,0.0,7,1,Kardinia Park,160
2019,R15,2019-06-27,19:20,25195,77,71,0.0,5,9,Docklands,50
2019,R14,2019-06-23,15:20,39836,73,82,0.0,18,4,Docklands,50
2019,R14,2019-06-22,19:10,37726,67,56,0.0,13,7,Adelaide Oval,27
2019,R14,2019-06-22,16:35,22885,59,115,1.8,15,2,Docklands,50
2019,R14,2019-06-22,13:45,20211,85,71,1.8,11,6,M.C.G.,24
2019,R14,2019-06-21,19:50,29553,82,63,0.4,16,10,S.C.G.,68
2019,R14,2019-06-20,18:10,52810,106,71,0.0,17,5,Perth Stadium,26
2019,R13,2019-06-16,15:20,7832,68,91,0.2,12,9,Bellerive Oval,44
2019,R13,2019-06-15,19:25,35479,100,103,3.6,3,18,Docklands,50
2019,R13,2019-06-15,14:35,37451,100,79,8.8,6,13,Perth Stadium,26
2019,R13,2019-06-15,13:45,7243,76,80,0.0,8,15,Riverway Stadium,85
2019,R13,2019-06-14,19:50,44846,96,77,2.2,5,10,Docklands,50
2019,R13,2019-06-13,19:20,40837,101,68,0.8,1,14,Adelaide Oval,27
2019,R12,2019-06-10,15:20,74036,98,57,4.6,4,11,M.C.G.,24
2019,R12,2019-06-09,15:20,36640,116,71,0.0,16,17,S.C.G.,68
2019,R12,2019-06-08,19:10,41710,82,61,0.0,1,9,Adelaide Oval,27
2019,R12,2019-06-08,16:35,9305,72,99,1.2,8,12,Carrara,67
2019,R12,2019-06-08,13:45,32211,78,63,0.1,3,2,Docklands,50
2019,R12,2019-06-07,19:50,65214,37,104,0.0,14,7,M.C.G.,24
2019,R11,2019-06-02,15:20,53195,133,72,0.0,17,18,Perth Stadium,26
2019,R11,2019-06-02,15:20,50423,74,33,0.2,5,3,M.C.G.,24
2019,R11,2019-06-02,12:20,9412,69,139,,15,13,Jiangwan Stadium,59
2019,R11,2019-06-01,19:10,10634,88,90,0.0,11,1,Marrara Oval,12
2019,R11,2019-06-01,19:25,25051,85,66,0.0,2,10,Gabba,166
2019,R11,2019-06-01,16:35,29021,85,63,0.4,7,16,Kardinia Park,160
2019,R11,2019-06-01,13:45,7581,126,43,0.0,9,8,Sydney Showground,73
2019,R11,2019-06-01,13:45,41774,75,79,2.2,4,6,M.C.G.,24
2019,R11,2019-05-31,19:50,29326,99,62,2.4,12,14,Docklands,50
2019,R1,2019-03-24,15:20,40033,141,59,0.0,6,12,Perth Stadium,26
2019,R1,2019-03-24,15:20,15424,112,40,0.6,9,5,Sydney Showground,73
2019,R1,2019-03-24,13:10,20291,85,84,1.2,15,8,Docklands,50
2019,R1,2019-03-23,19:20,20029,102,58,0.0,2,17,Gabba,166
2019,R1,2019-03-23,19:25,32303,82,65,5.0,18,16,Docklands,50
2019,R1,2019-03-23,16:05,50180,55,87,0.0,1,10,Adelaide Oval,27
2019,R1,2019-03-23,13:45,38866,61,87,5.0,11,13,M.C.G.,24
2019,R1,2019-03-22,19:50,78017,65,72,0.0,4,7,M.C.G.,24
2019,R1,2019-03-21,19:25,85016,64,97,0.0,3,14,M.C.G.,24
2019,R10,2019-05-26,15:20,36383,73,72,0.0,6,2,Perth Stadium,26
2019,R10,2019-05-26,15:20,35058,68,55,8.0,15,3,Docklands,50
2019,R10,2019-05-26,13:10,20023,68,94,8.0,11,9,M.C.G.,24
2019,R10,2019-05-25,19:25,13144,64,91,0.0,8,7,Carrara,67
2019,R10,2019-05-25,19:25,80176,73,50,2.4,14,5,M.C.G.,24
2019,R10,2019-05-25,16:05,41630,73,85,1.8,1,17,Adelaide Oval,27
2019,R10,2019-05-25,14:10,26156,90,115,2.4,18,12,Docklands,50
2019,R10,2019-05-25,13:45,11637,80,49,12.4,10,13,York Park,152
2019,R10,2019-05-24,19:50,34649,73,80,0.0,16,4,S.C.G.,68
2019,QF,2019-09-07,19:25,37478,65,112,0.0,2,14,Gabba,166
2019,QF,2019-09-06,19:50,93436,51,61,3.0,7,4,M.C.G.,24
2019,PF,2019-09-21,16:35,77828,52,56,0.2,4,9,M.C.G.,24
2019,PF,2019-09-20,19:50,94423,85,66,0.0,14,7,M.C.G.,24
2019,GF,2019-09-28,14:30,100014,114,25,0.0,14,9,M.C.G.,24
2019,EF,2019-09-07,15:20,19218,113,55,0.4,9,18,Sydney Showground,73
2019,EF,2019-09-05,18:10,59216,116,61,0.0,17,5,Perth Stadium,26
2018,SF,2018-09-15,19:25,72504,69,59,0.6,4,9,M.C.G.,24
2018,SF,2018-09-14,19:50,90152,71,104,0.0,10,11,M.C.G.,24
2018,R9,2018-05-20,14:40,57616,130,83,0.0,17,14,Perth Stadium,26
2018,R9,2018-05-20,15:20,20628,129,73,0.0,2,10,Gabba,166
2018,R9,2018-05-20,13:10,44142,50,159,0.2,3,11,M.C.G.,24
2018,R9,2018-05-19,19:25,27481,111,52,0.0,16,6,S.C.G.,68
2018,R9,2018-05-19,19:25,33994,72,100,3.6,15,4,Docklands,50
2018,R9,2018-05-19,16:35,50228,84,50,3.6,5,7,M.C.G.,24
2018,R9,2018-05-19,13:15,10689,42,82,,8,13,Jiangwan Stadium,59
2018,R9,2018-05-19,13:45,7194,112,69,0.0,12,9,Bellerive Oval,44
2018,R9,2018-05-18,19:20,39407,63,26,4.6,1,18,Adelaide Oval,27
2018,R8,2018-05-13,15:20,44602,45,66,3.7,4,7,M.C.G.,24
2018,R8,2018-05-13,13:10,29153,72,82,3.7,12,14,Docklands,50
2018,R8,2018-05-12,18:10,41752,89,59,0.0,6,15,Perth Stadium,26
2018,R8,2018-05-12,19:25,20865,107,93,8.4,18,2,Docklands,50
2018,R8,2018-05-12,16:40,50967,95,90,0.0,13,1,Adelaide Oval,27
2018,R8,2018-05-12,16:35,6060,77,146,0.0,8,11,Gabba,166
2018,R8,2018-05-12,14:10,44669,91,78,8.4,3,5,M.C.G.,24
2018,R8,2018-05-12,13:45,9253,61,86,2.0,9,17,Sydney Showground,73
2018,R8,2018-05-11,19:50,32784,71,79,19.6,10,16,M.C.G.,24
2018,R7,2018-05-06,16:40,21850,114,121,0.0,2,4,Gabba,166
2018,R7,2018-05-06,15:20,25496,67,106,0.0,15,11,Docklands,50
2018,R7,2018-05-06,13:10,43240,110,33,0.0,14,6,M.C.G.,24
2018,R7,2018-05-05,19:10,47422,125,70,0.2,1,3,Adelaide Oval,27
2018,R7,2018-05-05,19:25,29124,66,68,0.0,16,12,S.C.G.,68
2018,R7,2018-05-05,14:35,50516,102,60,0.0,17,13,Perth Stadium,26
2018,R7,2018-05-05,14:10,53018,67,90,2.2,5,10,M.C.G.,24
2018,R7,2018-05-05,13:45,6833,81,72,3.0,18,8,Eureka Stadium,131
2018,R7,2018-05-04,19:50,25079,93,32,0.4,7,9,Kardinia Park,160
2018,R6,2018-04-29,14:40,56521,81,89,0.0,6,17,Perth Stadium,26
2018,R6,2018-04-29,15:20,72157,70,113,0.0,4,14,M.C.G.,24
2018,R6,2018-04-29,13:10,35964,72,108,0.0,5,11,Docklands,50
2018,R6,2018-04-28,19:10,44835,110,62,0.0,1,8,Adelaide Oval,27
2018,R6,2018-04-28,19:25,15741,89,54,0.0,10,15,York Park,152
2018,R6,2018-04-28,16:35,10046,77,43,6.0,9,2,Sydney Showground,73
2018,R6,2018-04-28,14:10,17617,69,102,0.0,12,13,Docklands,50
2018,R6,2018-04-28,13:45,31036,69,86,0.0,7,16,Kardinia Park,160
2018,R6,2018-04-27,19:50,33915,80,59,0.0,18,3,Docklands,50
2018,R5,2018-04-25,15:20,91440,101,52,0.0,4,5,M.C.G.,24
2018,R5,2018-04-24,19:25,77071,56,102,0.0,11,14,M.C.G.,24
2018,R5,2018-04-22,16:45,16087,71,76,0.2,2,8,Gabba,166
2018,R5,2018-04-22,15:20,27981,98,70,0.0,12,10,Docklands,50
2018,R5,2018-04-21,18:15,43056,108,54,0.0,6,18,Perth Stadium,26
2018,R5,2018-04-21,19:10,45372,50,84,1.4,13,7,Adelaide Oval,27
2018,R5,2018-04-21,16:35,27900,69,79,0.0,3,17,M.C.G.,24
2018,R5,2018-04-21,13:45,14956,73,73,0.0,15,9,Docklands,50
2018,R5,2018-04-20,19:50,38017,75,85,0.0,16,1,S.C.G.,68
2018,R4,2018-04-15,16:40,27338,103,56,7.2,7,15,Kardinia Park,160
2018,R4,2018-04-15,15:20,41973,115,48,15.0,10,11,M.C.G.,24
2018,R4,2018-04-15,13:10,30900,106,84,15.0,5,13,Docklands,50
2018,R4,2018-04-14,18:10,51774,139,59,0.0,17,8,Perth Stadium,26
2018,R4,2018-04-14,19:25,14266,116,30,0.6,12,3,Bellerive Oval,44
2018,R4,2018-04-14,16:35,28058,79,86,1.4,18,16,Docklands,50
2018,R4,2018-04-14,14:10,32870,110,17,1.4,14,2,M.C.G.,24
2018,R4,2018-04-14,13:45,11356,82,51,,9,6,Manuka Oval,167
2018,R4,2018-04-13,19:20,45495,58,106,0.0,1,4,Adelaide Oval,27
2018,R3,2018-04-08,14:40,54535,95,80,0.0,17,7,Perth Stadium,26
2018,R3,2018-04-08,15:20,40499,104,83,0.0,18,5,Docklands,50
2018,R3,2018-04-08,13:10,70701,102,89,0.0,14,10,M.C.G.,24
2018,R3,2018-04-07,19:25,34711,103,87,0.0,16,9,S.C.G.,68
2018,R3,2018-04-07,19:25,19324,55,104,0.0,15,1,Docklands,50
2018,R3,2018-04-07,14:35,33388,68,96,0.0,8,6,Perth Stadium,26
2018,R3,2018-04-07,14:10,35518,123,86,0.0,11,12,M.C.G.,24
2018,R3,2018-04-07,13:15,36363,97,92,0.0,13,2,Adelaide Oval,27
2018,R3,2018-04-06,19:50,68548,76,100,0.0,3,4,M.C.G.,24
2018,R23,2018-08-26,16:40,19866,94,117,0.0,15,12,Docklands,50
2018,R23,2018-08-26,15:20,37285,102,57,0.0,11,9,M.C.G.,24
2018,R23,2018-08-26,13:10,16367,72,98,11.2,2,17,Gabba,166
2018,R23,2018-08-25,19:25,39660,74,83,0.8,16,10,S.C.G.,68
2018,R23,2018-08-25,19:25,17000,61,165,0.0,3,1,Docklands,50
2018,R23,2018-08-25,14:35,41320,67,76,0.0,6,4,Perth Stadium,26
2018,R23,2018-08-25,14:10,56998,98,95,0.0,14,18,M.C.G.,24
2018,R23,2018-08-25,13:45,28004,142,40,0.0,7,8,Kardinia Park,160
2018,R23,2018-08-24,19:20,39168,89,111,0.0,13,5,Adelaide Oval,27
2018,R22,2018-08-19,16:10,41444,86,77,0.8,1,12,Adelaide Oval,27
2018,R22,2018-08-19,13:20,55824,91,108,0.0,17,11,Perth Stadium,26
2018,R22,2018-08-19,13:10,24143,49,66,10.8,3,18,Docklands,50
2018,R22,2018-08-18,19:25,11907,74,78,0.0,8,2,Carrara,67
2018,R22,2018-08-18,19:25,24795,76,80,0.4,15,10,Docklands,50
2018,R22,2018-08-18,16:35,21433,60,80,0.0,9,16,Sydney Showground,73
2018,R22,2018-08-18,14:10,24507,158,25,1.4,7,6,Kardinia Park,160
2018,R22,2018-08-18,13:45,46286,115,64,0.4,4,13,M.C.G.,24
2018,R22,2018-08-17,19:50,76424,81,73,1.0,14,5,M.C.G.,24
2018,R21,2018-08-12,14:40,40028,101,72,0.0,6,3,Perth Stadium,26
2018,R21,2018-08-12,15:20,51424,78,87,6.8,11,16,M.C.G.,24
2018,R21,2018-08-12,13:10,27031,85,92,6.8,12,18,Docklands,50
2018,R21,2018-08-11,19:25,33390,104,73,10.2,4,2,Docklands,50
2018,R21,2018-08-11,19:25,13249,106,92,,9,1,Manuka Oval,167
2018,R21,2018-08-11,16:05,32534,58,62,9.4,13,17,Adelaide Oval,27
2018,R21,2018-08-11,14:10,18102,51,125,0.0,8,14,Carrara,67
2018,R21,2018-08-11,13:45,59529,71,60,10.2,10,7,M.C.G.,24
2018,R21,2018-08-10,19:50,37483,122,79,0.0,5,15,Docklands,50
2018,R2,2018-04-02,15:20,73189,117,118,0.0,7,10,M.C.G.,24
2018,R2,2018-04-01,16:40,34636,71,94,0.0,16,13,S.C.G.,68
2018,R2,2018-04-01,15:20,22868,70,121,0.0,18,17,Docklands,50
2018,R2,2018-03-31,17:10,49021,106,90,0.0,6,5,Perth Stadium,26
2018,R2,2018-03-31,18:25,17141,74,100,0.4,2,11,Gabba,166
2018,R2,2018-03-31,16:35,30941,79,95,0.0,4,9,M.C.G.,24
2018,R2,2018-03-31,13:45,28025,67,101,0.0,3,8,Docklands,50
2018,R2,2018-03-30,16:20,33966,95,43,0.0,12,15,Docklands,50
2018,R2,2018-03-29,19:20,49743,118,82,0.0,1,14,Adelaide Oval,27
2018,R20,2018-08-05,14:40,57375,142,84,12.2,17,6,Perth Stadium,26
2018,R20,2018-08-05,15:20,23072,143,47,0.2,11,8,M.C.G.,24
2018,R20,2018-08-05,13:10,16697,46,151,0.2,3,9,Docklands,50
2018,R20,2018-08-04,19:25,20748,68,103,2.2,15,18,Docklands,50
2018,R20,2018-08-04,19:25,39238,73,71,0.0,16,4,S.C.G.,68
