"index","game_id","year","round","date","start_time","attendance","home_team_score","away_team_score","rain_fall","home_team_id","away_team_id","name","stadium_id"
244,"2020R503",2020,"R5","2020-07-04 00:00:00","13:45",2238,77,43,0.8,17,16,"Carrara",80
245,"2020R504",2020,"R5","2020-07-04 00:00:00","16:35",0,89,52,7.2,8,7,"Kardinia Park",154
246,"2020R505",2020,"R5","2020-07-04 00:00:00","19:40",0,87,38,8.8,18,12,"Docklands",107
247,"2020R506",2020,"R5","2020-07-04 00:00:00","19:40",10161,85,48,0,2,13,"Gabba",56
248,"2020R507",2020,"R5","2020-07-05 00:00:00","13:05",418,34,54,0,1,6,"Carrara",80
249,"2020R508",2020,"R5","2020-07-05 00:00:00","15:35",0,52,79,5.2,11,14,"M.C.G.",63
250,"2020R509",2020,"R5","2020-07-05 00:00:00","18:10",5674,83,49,0,9,10,"Sydney Showground",28
251,"2020R601",2020,"R6","2020-07-09 00:00:00","19:40",1311,73,46,0.2,8,2,"S.C.G.",42
252,"2020R602",2020,"R6","2020-07-10 00:00:00","19:50",1772,59,27,0.2,4,10,"Sydney Showground",28
253,"2020R603",2020,"R6","2020-07-11 00:00:00","12:35",638,79,73,0.8,6,15,"Carrara",80
254,"2020R604",2020,"R6","2020-07-11 00:00:00","15:05",210,67,34,0.6,17,1,"Gabba",56
255,"2020R605",2020,"R6","2020-07-11 00:00:00","18:05",250,80,63,3.6,11,7,"Sydney Showground",28
256,"2020R606",2020,"R6","2020-07-11 00:00:00","19:40",4271,67,53,0.8,5,12,"Carrara",80
257,"2020R607",2020,"R6","2020-07-12 00:00:00","13:05",368,63,46,0,13,9,"Carrara",80
258,"2020R608",2020,"R6","2020-07-12 00:00:00","15:35",3606,34,26,0.2,14,16,"Gabba",56
259,"2020R609",2020,"R6","2020-07-12 00:00:00","18:45",2178,103,51,0,3,18,"Carrara",80
260,"2020R701",2020,"R7","2020-07-16 00:00:00","18:10",22077,35,57,1,8,4,"Perth Stadium",147
261,"2020R702",2020,"R7","2020-07-17 00:00:00","19:50",4949,51,93,0,5,18,"Carrara",80
262,"2020R703",2020,"R7","2020-07-18 00:00:00","13:45",3168,68,88,0,9,2,"Sydney Showground",28
263,"2020R704",2020,"R7","2020-07-18 00:00:00","16:35",6000,60,92,2.8,16,7,"S.C.G.",42
264,"2020R705",2020,"R7","2020-07-18 00:00:00","19:40",4337,77,23,0,14,12,"Carrara",80
265,"2020R706",2020,"R7","2020-07-19 00:00:00","13:05",3510,61,64,0,3,13,"Gabba",56
266,"2020R707",2020,"R7","2020-07-19 00:00:00","15:35",750,48,91,0,10,11,"Sydney Showground",28
267,"2020R708",2020,"R7","2020-07-19 00:00:00","16:35",25306,32,62,0.4,6,17,"Perth Stadium",147
268,"2020R709",2020,"R7","2020-07-20 00:00:00","19:10",13579,55,78,0.2,1,15,"Adelaide Oval",47
269,"2020R801",2020,"R8","2020-07-23 00:00:00","19:40",4039,46,51,0,7,18,"Carrara",80
270,"2020R802",2020,"R8","2020-07-24 00:00:00","19:50",5500,62,50,0,9,14,"Sydney Showground",28
271,"2020R803",2020,"R8","2020-07-25 00:00:00","13:05",3655,57,64,3.2,12,3,"Gabba",56
272,"2020R804",2020,"R8","2020-07-25 00:00:00","15:35",4264,60,53,0,16,10,"S.C.G.",42
273,"2020R805",2020,"R8","2020-07-25 00:00:00","19:10",16727,44,73,0,13,15,"Adelaide Oval",47
274,"2020R806",2020,"R8","2020-07-26 00:00:00","12:35",15155,59,62,0,1,5,"Adelaide Oval",47
275,"2020R807",2020,"R8","2020-07-26 00:00:00","13:35",24824,111,45,2.2,17,4,"Perth Stadium",147
276,"2020R808",2020,"R8","2020-07-26 00:00:00","18:10",3011,49,53,100.2,11,2,"Carrara",80
277,"2020R809",2020,"R8","2020-07-27 00:00:00","18:10",20251,16,48,4.8,6,8,"Perth Stadium",147
278,"2020R901",2020,"R9","2020-07-29 00:00:00","19:10",2824,49,90,0,18,14,"Carrara",80
279,"2020R902",2020,"R9","2020-07-30 00:00:00","19:50",323,32,83,0,11,13,"Gabba",56
280,"2020R903",2020,"R9","2020-07-31 00:00:00","15:40",12304,58,89,0,3,10,"Perth Stadium",147
281,"2020R904",2020,"R9","2020-07-31 00:00:00","20:10",4860,28,91,0,5,2,"Carrara",80
282,"2020R905",2020,"R9","2020-08-01 00:00:00","14:35",522,119,50,0,12,1,"Carrara",80
283,"2020R906",2020,"R9","2020-08-01 00:00:00","17:10",2978,101,48,0,15,16,"Gabba",56
284,"2020R907",2020,"R9","2020-08-01 00:00:00","18:10",26211,73,64,0,17,8,"Perth Stadium",147
285,"2020R908",2020,"R9","2020-08-02 00:00:00","15:35",4363,35,61,0,7,9,"Carrara",80
286,"2020R909",2020,"R9","2020-08-02 00:00:00","16:10",20912,61,49,0,6,4,"Perth Stadium",147
287,"2020R1001",2020,"R10","2020-08-03 00:00:00","18:40",14159,55,42,0,13,18,"Adelaide Oval",47
288,"2020R1002",2020,"R10","2020-08-04 00:00:00","19:10",5651,82,41,0,14,2,"Carrara",80
289,"2020R1003",2020,"R10","2020-08-05 00:00:00","17:40",2282,90,57,0,8,12,"Gabba",56
290,"2020R1004",2020,"R10","2020-08-05 00:00:00","19:40",12022,37,88,0,1,11,"Adelaide Oval",47
291,"2020R1005",2020,"R10","2020-08-06 00:00:00","17:40",4146,50,41,0,4,16,"Gabba",56
292,"2020R1006",2020,"R10","2020-08-06 00:00:00","20:10",3095,74,78,0,7,15,"Carrara",80
293,"2020R1007",2020,"R10","2020-08-07 00:00:00","19:50",1178,55,59,1,5,9,"Carrara",80
294,"2020R1101",2020,"R11","2020-08-08 00:00:00","16:05",10256,93,72,1.4,13,14,"Adelaide Oval",47
295,"2020R1102",2020,"R11","2020-08-08 00:00:00","19:40",11061,96,72,11.6,2,18,"Gabba",56
296,"2020R1103",2020,"R11","2020-08-09 00:00:00","13:35",19092,72,50,4.4,17,3,"Perth Stadium",147
297,"2020R1104",2020,"R11","2020-08-09 00:00:00","17:40",2172,92,35,0,11,12,"Adelaide Oval",47
298,"2020R1105",2020,"R11","2020-08-10 00:00:00","18:10",3903,34,93,0,15,8,"Gabba",56
299,"2020R1106",2020,"R11","2020-08-10 00:00:00","18:40",18512,48,32,31,6,10,"Perth Stadium",147
300,"2020R1107",2020,"R11","2020-08-11 00:00:00","18:05",8577,38,62,0.2,1,4,"Adelaide Oval",47
301,"2020R1108",2020,"R11","2020-08-12 00:00:00","19:10",4303,73,73,0,7,5,"Carrara",80
302,"2020R1201",2020,"R12","2020-08-13 00:00:00","18:10",6464,66,25,0,16,9,"Perth Stadium",147
303,"2020R1202",2020,"R12","2020-08-14 00:00:00","19:50",3378,91,31,0,8,13,"Carrara",80
304,"2020R1203",2020,"R12","2020-08-15 00:00:00","14:35",2722,52,53,2,12,2,"Carrara",80
305,"2020R1204",2020,"R12","2020-08-15 00:00:00","17:10",5338,100,44,1.4,11,4,"Gabba",56
306,"2020R1205",2020,"R12","2020-08-15 00:00:00","18:10",24114,36,40,0.6,6,3,"Perth Stadium",147
307,"2020R1206",2020,"R12","2020-08-16 00:00:00","13:05",613,111,54,0.2,18,1,"Carrara",80
308,"2020R1207",2020,"R12","2020-08-16 00:00:00","15:35",4686,68,33,6.4,15,5,"Gabba",56
309,"2020R1208",2020,"R12","2020-08-16 00:00:00","16:10",22870,81,49,19.2,17,10,"Perth Stadium",147
310,"2020R1209",2020,"R12","2020-08-17 00:00:00","19:10",4062,53,32,0,14,7,"Gabba",56
311,"2020R1301",2020,"R13","2020-08-21 00:00:00","19:20",5172,27,60,0,7,3,"Marrara Oval",157
312,"2020R1302",2020,"R13","2020-08-22 00:00:00","13:45",1765,80,52,0,18,11,"Carrara",80
313,"2020R1303",2020,"R13","2020-08-22 00:00:00","16:05",11740,68,58,3.8,13,10,"Adelaide Oval",47
314,"2020R1304",2020,"R13","2020-08-22 00:00:00","19:15",5401,61,73,0,5,14,"Marrara Oval",157
315,"2020R1305",2020,"R13","2020-08-22 00:00:00","18:10",24714,50,19,0,6,16,"Perth Stadium",147
316,"2020R1306",2020,"R13","2020-08-23 00:00:00","12:35",10431,37,65,0.4,1,8,"Adelaide Oval",47
317,"2020R1307",2020,"R13","2020-08-23 00:00:00","15:35",13750,50,48,0,2,15,"Gabba",56
318,"2020R1308",2020,"R13","2020-08-23 00:00:00","16:10",27339,61,49,1,17,9,"Perth Stadium",147
319,"2020R1309",2020,"R13","2020-08-24 00:00:00","19:10",2443,65,35,0,4,12,"Gabba",56
320,"2020R1401",2020,"R14","2020-08-27 00:00:00","16:10",4973,71,87,0,10,5,"Adelaide Oval",47
321,"2020R1402",2020,"R14","2020-08-27 00:00:00","19:10",3628,88,61,0,14,17,"Carrara",80
322,"2020R1403",2020,"R14","2020-08-28 00:00:00","19:50",2156,61,72,0,18,8,"Carrara",80
323,"2020R1404",2020,"R14","2020-08-29 00:00:00","13:15",11801,73,47,0,13,16,"Adelaide Oval",47
324,"2020R1405",2020,"R14","2020-08-29 00:00:00","14:35",24406,53,91,2.8,6,9,"Perth Stadium",147
325,"2020R1406",2020,"R14","2020-08-29 00:00:00","19:10",1917,52,49,NULL,11,15,"Traeger Park",9
326,"2020R1407",2020,"R14","2020-08-30 00:00:00","15:35",9033,48,72,0,3,4,"Gabba",56
327,"2020R1408",2020,"R14","2020-08-30 00:00:00","18:10",3353,91,28,1.2,7,12,"Carrara",80
328,"2020R1501",2020,"R15","2020-09-01 00:00:00","17:10",6191,48,83,0,10,1,"Adelaide Oval",47
329,"2020R1502",2020,"R15","2020-09-01 00:00:00","20:10",1932,60,45,0,17,5,"Gabba",56
330,"2020R1503",2020,"R15","2020-09-02 00:00:00","19:10",1818,56,29,0,14,6,"Carrara",80
331,"2020R1504",2020,"R15","2020-09-03 00:00:00","16:40",3199,67,46,0,16,11,"Cazaly's Stadium",113
332,"2020R1505",2020,"R15","2020-09-03 00:00:00","19:10",1469,48,39,0,9,3,"Carrara",80
333,"2020R1506",2020,"R15","2020-09-04 00:00:00","19:50",15036,42,34,0,2,4,"Gabba",56
334,"2020R1601",2020,"R16","2020-09-05 00:00:00","19:40",592,42,78,0,12,13,"Carrara",80
335,"2020R1602",2020,"R16","2020-09-06 00:00:00","13:05",2740,80,66,0,15,10,"Carrara",80
336,"2020R1603",2020,"R16","2020-09-06 00:00:00","15:35",5011,108,42,0,8,5,"Gabba",56
337,"2020R1604",2020,"R16","2020-09-06 00:00:00","18:10",532,49,47,0,18,17,"Carrara",80
338,"2020R1605",2020,"R16","2020-09-07 00:00:00","19:10",3279,33,47,6,11,6,"Cazaly's Stadium",113
339,"2020R1606",2020,"R16","2020-09-08 00:00:00","17:10",12436,59,47,0,1,9,"Adelaide Oval",47
340,"2020R1607",2020,"R16","2020-09-08 00:00:00","20:10",1580,57,52,0,3,16,"Carrara",80
341,"2020R1608",2020,"R16","2020-09-09 00:00:00","19:10",11292,88,43,0,2,7,"Gabba",56
342,"2020R1701",2020,"R17","2020-09-10 00:00:00","19:10",1925,50,65,0,15,17,"Gabba",56
343,"2020R1702",2020,"R17","2020-09-11 00:00:00","19:50",7061,31,57,12,8,14,"Carrara",80
344,"2020R1703",2020,"R17","2020-09-12 00:00:00","14:10",308,35,99,0.2,12,6,"Carrara",80
345,"2020R1704",2020,"R17","2020-09-12 00:00:00","16:35",17482,79,29,0,13,5,"Adelaide Oval",47
346,"2020R1705",2020,"R17","2020-09-12 00:00:00","19:40",1204,74,79,0.2,9,11,"Gabba",56
347,"2020R1706",2020,"R17","2020-09-13 00:00:00","13:05",2735,56,72,7.8,3,1,"Carrara",80
348,"2020R1707",2020,"R17","2020-09-13 00:00:00","15:05",2625,40,76,9.2,10,18,"Adelaide Oval",47
349,"2020R1708",2020,"R17","2020-09-13 00:00:00","18:10",3700,41,73,1.6,16,2,"Cazaly's Stadium",113
350,"2020R1709",2020,"R17","2020-09-14 00:00:00","19:10",2896,68,46,0.8,4,7,"Gabba",56
351,"2020R1801",2020,"R18","2020-09-17 00:00:00","19:10",724,34,49,0,12,17,"Carrara",80
352,"2020R1802",2020,"R18","2020-09-18 00:00:00","19:50",1528,82,30,0,15,9,"Gabba",56
353,"2020R1803",2020,"R18","2020-09-19 00:00:00","14:10",2175,49,68,18.4,5,11,"Carrara",80
354,"2020R1804",2020,"R18","2020-09-19 00:00:00","16:40",17710,33,77,0,1,14,"Adelaide Oval",47
355,"2020R1805",2020,"R18","2020-09-19 00:00:00","19:40",14563,78,61,0.4,2,3,"Gabba",56
356,"2020R1806",2020,"R18","2020-09-20 00:00:00","12:35",2136,108,57,0,10,7,"Adelaide Oval",47
357,"2020R1807",2020,"R18","2020-09-20 00:00:00","15:35",2798,63,69,0,16,8,"Carrara",80
358,"2020R1808",2020,"R18","2020-09-20 00:00:00","18:10",3114,44,74,0.2,6,18,"Cazaly's Stadium",113
359,"2020R1809",2020,"R18","2020-09-21 00:00:00","19:15",5424,45,61,0,4,13,"Gabba",56
360,"2020QF01",2020,"QF","2020-10-01 00:00:00","19:10",22755,58,42,1.6,13,8,"Adelaide Oval",47
361,"2020QF02",2020,"QF","2020-10-02 00:00:00","19:50",22104,69,54,0,2,14,"Gabba",56
362,"2020EF01",2020,"EF","2020-10-03 00:00:00","16:40",10561,67,64,0,15,18,"Gabba",56
363,"2020EF02",2020,"EF","2020-10-03 00:00:00","18:10",32865,75,76,2.8,17,4,"Perth Stadium",147
364,"2020SF01",2020,"SF","2020-10-09 00:00:00","18:50",13778,80,49,0,14,15,"Carrara",80
365,"2020SF02",2020,"SF","2020-10-10 00:00:00","18:40",21396,100,32,0,8,4,"Gabba",56
366,"2020PF01",2020,"PF","2020-10-16 00:00:00","19:20",24292,40,46,0.2,13,14,"Adelaide Oval",47
367,"2020PF02",2020,"PF","2020-10-17 00:00:00","18:40",29121,42,82,0,2,8,"Gabba",56
368,"2020GF01",2020,"GF","2020-10-24 00:00:00","18:30",29707,81,50,0.4,14,8,"Gabba",56
369,"2019R101",2019,"R1","2019-03-21 00:00:00","19:25",85016,64,97,0,3,14,"M.C.G.",63
370,"2019R102",2019,"R1","2019-03-22 00:00:00","19:50",78017,65,72,0,4,8,"M.C.G.",63
371,"2019R103",2019,"R1","2019-03-23 00:00:00","13:45",38866,61,87,5,11,13,"M.C.G.",63
372,"2019R104",2019,"R1","2019-03-23 00:00:00","16:05",50180,55,87,0,1,10,"Adelaide Oval",47
373,"2019R105",2019,"R1","2019-03-23 00:00:00","19:25",32303,82,65,5,18,16,"Docklands",107
374,"2019R106",2019,"R1","2019-03-23 00:00:00","19:20",20029,102,58,0,2,17,"Gabba",56
375,"2019R107",2019,"R1","2019-03-24 00:00:00","13:10",20291,85,84,1.2,15,7,"Docklands",107
376,"2019R108",2019,"R1","2019-03-24 00:00:00","15:20",15424,112,40,0.6,9,5,"Sydney Showground",28
377,"2019R109",2019,"R1","2019-03-24 00:00:00","15:20",40033,141,59,0,6,12,"Perth Stadium",147
378,"2019R201",2019,"R2","2019-03-28 00:00:00","19:20",70699,66,110,0,14,4,"M.C.G.",63
379,"2019R202",2019,"R2","2019-03-29 00:00:00","19:50",32575,62,88,0,16,1,"S.C.G.",42
380,"2019R203",2019,"R2","2019-03-30 00:00:00","16:35",44252,65,76,2.2,5,15,"Docklands",107
381,"2019R204",2019,"R2","2019-03-30 00:00:00","16:40",41552,88,72,1.8,13,3,"Adelaide Oval",47
382,"2019R205",2019,"R2","2019-03-30 00:00:00","19:25",27561,126,46,0,8,11,"Kardinia Park",154
383,"2019R206",2019,"R2","2019-03-30 00:00:00","17:10",54985,104,52,0,17,9,"Perth Stadium",147
384,"2019R207",2019,"R2","2019-03-31 00:00:00","13:10",23100,87,107,2,12,2,"Docklands",107
385,"2019R208",2019,"R2","2019-03-31 00:00:00","15:20",39368,87,106,2,10,18,"M.C.G.",63
386,"2019R209",2019,"R2","2019-03-31 00:00:00","15:40",10119,61,58,2.6,7,6,"Carrara",80
387,"2019R301",2019,"R3","2019-04-04 00:00:00","19:20",45631,75,99,0,1,8,"Adelaide Oval",47
388,"2019R302",2019,"R3","2019-04-05 00:00:00","19:50",52475,112,130,0,11,5,"M.C.G.",63
389,"2019R303",2019,"R3","2019-04-06 00:00:00","13:45",39290,74,93,0,3,16,"Docklands",107
390,"2019R304",2019,"R3","2019-04-06 00:00:00","16:35",12697,125,76,1.6,9,14,"Sydney Showground",28
391,"2019R305",2019,"R3","2019-04-06 00:00:00","18:25",19958,107,90,0,2,13,"Gabba",56
392,"2019R306",2019,"R3","2019-04-06 00:00:00","19:25",60878,76,98,0,4,17,"M.C.G.",63
393,"2019R307",2019,"R3","2019-04-07 00:00:00","14:20",22499,68,73,0,18,7,"Docklands",107
394,"2019R308",2019,"R3","2019-04-07 00:00:00","15:20",36174,87,71,0,10,12,"M.C.G.",63
395,"2019R309",2019,"R3","2019-04-07 00:00:00","15:20",38227,71,66,0,6,15,"Perth Stadium",147
396,"2019R401",2019,"R4","2019-04-11 00:00:00","19:20",26669,78,100,0,16,11,"S.C.G.",42
397,"2019R402",2019,"R4","2019-04-12 00:00:00","19:50",59257,78,64,0,4,18,"M.C.G.",63
398,"2019R403",2019,"R4","2019-04-13 00:00:00","13:45",28780,75,79,0,8,9,"Kardinia Park",154
399,"2019R404",2019,"R4","2019-04-13 00:00:00","14:10",48289,112,65,0,5,2,"M.C.G.",63
400,"2019R405",2019,"R4","2019-04-13 00:00:00","16:05",38864,92,99,0,13,14,"Adelaide Oval",47
401,"2019R406",2019,"R4","2019-04-13 00:00:00","19:25",17207,71,59,0,12,1,"Docklands",107
402,"2019R407",2019,"R4","2019-04-13 00:00:00","18:10",58219,69,56,0,17,6,"Perth Stadium",147
403,"2019R408",2019,"R4","2019-04-14 00:00:00","14:40",14176,59,57,0.2,7,3,"Carrara",80
404,"2019R409",2019,"R4","2019-04-14 00:00:00","15:20",35883,74,69,0,15,10,"Docklands",107
405,"2019R501",2019,"R5","2019-04-18 00:00:00","19:35",34017,61,123,0.2,2,4,"Gabba",56
406,"2019R502",2019,"R5","2019-04-19 00:00:00","16:20",48278,58,116,0,12,5,"Docklands",107
407,"2019R503",2019,"R5","2019-04-19 00:00:00","18:10",49290,53,95,23.4,17,13,"Perth Stadium",147
408,"2019R504",2019,"R5","2019-04-20 00:00:00","13:45",11277,82,106,0,9,6,"Manuka Oval",4
409,"2019R505",2019,"R5","2019-04-20 00:00:00","16:35",35558,55,95,0,11,15,"M.C.G.",63
410,"2019R506",2019,"R5","2019-04-20 00:00:00","19:25",40053,89,67,0,14,16,"Docklands",107
411,"2019R507",2019,"R5","2019-04-21 00:00:00","13:10",35069,57,101,0,18,3,"Docklands",107
412,"2019R508",2019,"R5","2019-04-21 00:00:00","16:10",40847,119,46,0.8,1,7,"Adelaide Oval",47
413,"2019R509",2019,"R5","2019-04-22 00:00:00","15:20",66347,90,113,1,10,8,"M.C.G.",63
414,"2019R601",2019,"R6","2019-04-24 00:00:00","19:35",72704,85,42,0,14,11,"M.C.G.",63
415,"2019R602",2019,"R6","2019-04-25 00:00:00","15:20",92241,69,73,0,5,4,"M.C.G.",63
416,"2019R603",2019,"R6","2019-04-26 00:00:00","19:20",36099,88,72,0.2,13,12,"Adelaide Oval",47
417,"2019R604",2019,"R6","2019-04-27 00:00:00","13:45",13694,62,111,0,7,2,"Carrara",80
418,"2019R605",2019,"R6","2019-04-27 00:00:00","16:35",28404,68,97,4,15,1,"Docklands",107
419,"2019R606",2019,"R6","2019-04-27 00:00:00","19:25",29780,79,120,0,16,9,"S.C.G.",42
420,"2019R607",2019,"R6","2019-04-27 00:00:00","18:10",43732,88,69,0,6,18,"Perth Stadium",147
421,"2019R608",2019,"R6","2019-04-28 00:00:00","15:20",15888,93,88,0,10,3,"York Park",163
422,"2019R609",2019,"R6","2019-04-28 00:00:00","16:40",28085,104,46,0,8,17,"Kardinia Park",154
423,"2019R701",2019,"R7","2019-05-03 00:00:00","19:50",37559,108,69,0.2,4,13,"Docklands",107
424,"2019R702",2019,"R7","2019-05-04 00:00:00","13:45",40864,79,74,0.4,11,10,"M.C.G.",63
425,"2019R703",2019,"R7","2019-05-04 00:00:00","13:45",12633,114,70,NULL,9,15,"Manuka Oval",4
426,"2019R704",2019,"R7","2019-05-04 00:00:00","16:35",20075,103,81,0,2,16,"Gabba",56
427,"2019R705",2019,"R7","2019-05-04 00:00:00","19:25",36151,99,52,0.4,18,14,"Docklands",107
428,"2019R706",2019,"R7","2019-05-04 00:00:00","18:10",47497,80,57,2,17,7,"Perth Stadium",147
429,"2019R707",2019,"R7","2019-05-05 00:00:00","13:10",42430,62,120,2.2,3,12,"Docklands",107
430,"2019R708",2019,"R7","2019-05-05 00:00:00","15:20",63527,86,54,2.2,8,5,"M.C.G.",63
431,"2019R709",2019,"R7","2019-05-05 00:00:00","16:10",42383,51,34,0,1,6,"Adelaide Oval",47
432,"2019R801",2019,"R8","2019-05-10 00:00:00","19:50",26502,77,72,0,16,5,"S.C.G.",42
433,"2019R802",2019,"R8","2019-05-11 00:00:00","13:45",69289,87,106,9.8,3,4,"M.C.G.",63
434,"2019R803",2019,"R8","2019-05-11 00:00:00","13:45",9039,92,76,13,18,2,"Eureka Stadium",46
435,"2019R804",2019,"R8","2019-05-11 00:00:00","16:35",9765,60,61,0,7,11,"Carrara",80
436,"2019R805",2019,"R8","2019-05-11 00:00:00","19:25",24246,70,88,9.8,15,17,"Docklands",107
437,"2019R806",2019,"R8","2019-05-11 00:00:00","19:10",49675,68,88,1,13,1,"Adelaide Oval",47
438,"2019R807",2019,"R8","2019-05-12 00:00:00","13:10",21156,80,104,0.1,12,8,"Docklands",107
439,"2019R808",2019,"R8","2019-05-12 00:00:00","15:20",14636,71,38,0.1,10,9,"M.C.G.",63
440,"2019R809",2019,"R8","2019-05-12 00:00:00","15:20",42641,86,111,0,6,14,"Perth Stadium",147
441,"2019R901",2019,"R9","2019-05-17 00:00:00","18:10",51162,85,69,1.8,17,11,"Perth Stadium",147
442,"2019R902",2019,"R9","2019-05-18 00:00:00","13:45",60702,112,71,0,4,15,"M.C.G.",63
443,"2019R903",2019,"R9","2019-05-18 00:00:00","14:10",20405,93,92,1.6,2,1,"Gabba",56
444,"2019R904",2019,"R9","2019-05-18 00:00:00","16:35",31373,133,89,0,8,18,"Kardinia Park",154
445,"2019R905",2019,"R9","2019-05-18 00:00:00","19:25",29176,60,53,0,5,6,"Docklands",107
446,"2019R906",2019,"R9","2019-05-18 00:00:00","19:25",12799,72,77,0,12,16,"Bellerive Oval",116
447,"2019R907",2019,"R9","2019-05-19 00:00:00","12:40",26129,89,51,0,13,7,"Adelaide Oval",47
448,"2019R908",2019,"R9","2019-05-19 00:00:00","15:20",64936,95,59,0,14,10,"M.C.G.",63
449,"2019R909",2019,"R9","2019-05-19 00:00:00","16:40",9599,138,45,0,9,3,"Sydney Showground",28
450,"2019R1001",2019,"R10","2019-05-24 00:00:00","19:50",34649,73,80,0,16,4,"S.C.G.",42
451,"2019R1002",2019,"R10","2019-05-25 00:00:00","13:45",11637,80,49,12.4,10,13,"York Park",163
452,"2019R1003",2019,"R10","2019-05-25 00:00:00","14:10",26156,90,115,2.4,18,12,"Docklands",107
453,"2019R1004",2019,"R10","2019-05-25 00:00:00","16:05",41630,73,85,1.8,1,17,"Adelaide Oval",47
454,"2019R1005",2019,"R10","2019-05-25 00:00:00","19:25",80176,73,50,2.4,14,5,"M.C.G.",63
455,"2019R1006",2019,"R10","2019-05-25 00:00:00","19:25",13144,64,91,0,7,8,"Carrara",80
456,"2019R1007",2019,"R10","2019-05-26 00:00:00","13:10",20023,68,94,8,11,9,"M.C.G.",63
457,"2019R1008",2019,"R10","2019-05-26 00:00:00","15:20",35058,68,55,8,15,3,"Docklands",107
458,"2019R1009",2019,"R10","2019-05-26 00:00:00","15:20",36383,73,72,0,6,2,"Perth Stadium",147
459,"2019R1101",2019,"R11","2019-05-31 00:00:00","19:50",29326,99,62,2.4,12,14,"Docklands",107
460,"2019R1102",2019,"R11","2019-06-01 00:00:00","13:45",41774,75,79,2.2,4,6,"M.C.G.",63
461,"2019R1103",2019,"R11","2019-06-01 00:00:00","13:45",7581,126,43,0,9,7,"Sydney Showground",28
462,"2019R1104",2019,"R11","2019-06-01 00:00:00","16:35",29021,85,63,0.4,8,16,"Kardinia Park",154
463,"2019R1105",2019,"R11","2019-06-01 00:00:00","19:25",25051,85,66,0,2,10,"Gabba",56
464,"2019R1106",2019,"R11","2019-06-01 00:00:00","19:10",10634,88,90,0,11,1,"Marrara Oval",157
465,"2019R1107",2019,"R11","2019-06-02 00:00:00","12:20",9412,69,139,NULL,15,13,"Jiangwan Stadium",70
466,"2019R1108",2019,"R11","2019-06-02 00:00:00","15:20",50423,74,33,0.2,5,3,"M.C.G.",63
467,"2019R1109",2019,"R11","2019-06-02 00:00:00","15:20",53195,133,72,0,17,18,"Perth Stadium",147
468,"2019R1201",2019,"R12","2019-06-07 00:00:00","19:50",65214,37,104,0,14,8,"M.C.G.",63
469,"2019R1202",2019,"R12","2019-06-08 00:00:00","13:45",32211,78,63,0.1,3,2,"Docklands",107
470,"2019R1203",2019,"R12","2019-06-08 00:00:00","16:35",9305,72,99,1.2,7,12,"Carrara",80
471,"2019R1204",2019,"R12","2019-06-08 00:00:00","19:10",41710,82,61,0,1,9,"Adelaide Oval",47
472,"2019R1205",2019,"R12","2019-06-09 00:00:00","15:20",36640,116,71,0,16,17,"S.C.G.",42
473,"2019R1206",2019,"R12","2019-06-10 00:00:00","15:20",74036,98,57,4.6,4,11,"M.C.G.",63
474,"2019R1301",2019,"R13","2019-06-13 00:00:00","19:20",40837,101,68,0.8,1,14,"Adelaide Oval",47
475,"2019R1302",2019,"R13","2019-06-14 00:00:00","19:50",44846,96,77,2.2,5,10,"Docklands",107
476,"2019R1303",2019,"R13","2019-06-15 00:00:00","13:45",7243,76,80,0,7,15,"Riverway Stadium",162
477,"2019R1304",2019,"R13","2019-06-15 00:00:00","14:35",37451,100,79,8.8,6,13,"Perth Stadium",147
478,"2019R1305",2019,"R13","2019-06-15 00:00:00","19:25",35479,100,103,3.6,3,18,"Docklands",107
479,"2019R1306",2019,"R13","2019-06-16 00:00:00","15:20",7832,68,91,0.2,12,9,"Bellerive Oval",116
480,"2019R1401",2019,"R14","2019-06-20 00:00:00","18:10",52810,106,71,0,17,5,"Perth Stadium",147
481,"2019R1402",2019,"R14","2019-06-21 00:00:00","19:50",29553,82,63,0.4,16,10,"S.C.G.",42
482,"2019R1403",2019,"R14","2019-06-22 00:00:00","13:45",20211,85,71,1.8,11,6,"M.C.G.",63
483,"2019R1404",2019,"R14","2019-06-22 00:00:00","16:35",22885,59,115,1.8,15,2,"Docklands",107
484,"2019R1405",2019,"R14","2019-06-22 00:00:00","19:10",37726,67,56,0,13,8,"Adelaide Oval",47
485,"2019R1406",2019,"R14","2019-06-23 00:00:00","15:20",39836,73,82,0,18,4,"Docklands",107
486,"2019R1501",2019,"R15","2019-06-27 00:00:00","19:20",25195,77,71,0,5,9,"Docklands",107
487,"2019R1502",2019,"R15","2019-06-28 00:00:00","19:50",28108,96,69,0,8,1,"Kardinia Park",154
488,"2019R1503",2019,"R15","2019-06-29 00:00:00","13:45",31895,71,77,1.2,10,17,"M.C.G.",63
489,"2019R1504",2019,"R15","2019-06-29 00:00:00","16:35",26194,93,51,0,16,7,"S.C.G.",42
490,"2019R1505",2019,"R15","2019-06-29 00:00:00","19:25",38801,37,81,1.2,4,12,"Docklands",107
491,"2019R1506",2019,"R15","2019-06-29 00:00:00","19:10",25623,41,66,13,13,18,"Adelaide Oval",47
492,"2019R1507",2019,"R15","2019-06-30 00:00:00","13:10",40962,70,103,7.2,15,14,"Docklands",107
