gameId,year,round,date,venue,startTime,attendance,homeTeam,homeTeamScore,awayTeam,awayTeamScore,rainfall
2020R509,2020,R5,5-Jul-20,Sydney Showground,6:10 PM,5674,Greater Western Sydney,83,Hawthorn,49,0
2020R508,2020,R5,5-Jul-20,M.C.G.,3:35 PM,0,Melbourne,52,Richmond,79,5.2
2020R507,2020,R5,5-Jul-20,Carrara,1:05 PM,418,Adelaide,34,Fremantle,54,0
2020R506,2020,R5,4-Jul-20,Gabba,7:40 PM,10161,Brisbane Lions,85,Port Adelaide,48,0
2020R505,2020,R5,4-Jul-20,Docklands,7:40 PM,0,Western Bulldogs,87,North Melbourne,38,8.8
2020R504,2020,R5,4-Jul-20,Kardinia Park,4:35 PM,0,Geelong,89,Gold Coast,52,7.2
2020R503,2020,R5,4-Jul-20,Carrara,1:45 PM,2238,West Coast,77,Sydney,43,0.8
2020R502,2020,R5,3-Jul-20,M.C.G.,7:50 PM,0,Collingwood,48,Essendon,63,0.2
2020R501,2020,R5,2-Jul-20,Docklands,7:40 PM,0,Carlton,55,St Kilda,73,1.2
2020R409,2020,R4,28-Jun-20,Docklands,6:10 PM,0,Hawthorn,58,North Melbourne,54,0
2020R408,2020,R4,28-Jun-20,M.C.G.,3:35 PM,0,Melbourne,44,Geelong,47,0
2020R407,2020,R4,28-Jun-20,Gabba,1:05 PM,7354,Brisbane Lions,83,Adelaide,46,0.4
2020R406,2020,R4,27-Jun-20,Carrara,7:40 PM,5106,Gold Coast,64,Fremantle,51,0
2020R405,2020,R4,27-Jun-20,M.C.G.,7:40 PM,0,Essendon,51,Carlton,52,0
2020R404,2020,R4,27-Jun-20,Docklands,4:35 PM,0,St Kilda,93,Richmond,67,0
2020R403,2020,R4,27-Jun-20,Carrara,1:45 PM,450,Port Adelaide,89,West Coast,41,0
2020R402,2020,R4,26-Jun-20,Sydney Showground,7:50 PM,487,Greater Western Sydney,66,Collingwood,64,0
2020R401,2020,R4,25-Jun-20,S.C.G.,7:40 PM,605,Sydney,39,Western Bulldogs,67,1
2020R308,2020,R3,21-Jun-20,Carrara,8:10 PM,180,Fremantle,41,Port Adelaide,70,0
2020R307,2020,R3,21-Jun-20,Carrara,3:05 PM,1997,Gold Coast,82,Adelaide,29,0
2020R306,2020,R3,20-Jun-20,Gabba,7:40 PM,1965,Brisbane Lions,74,West Coast,44,1.8
2020R305,2020,R3,20-Jun-20,Kardinia Park,7:40 PM,0,Geelong,77,Carlton,79,1.2
2020R304,2020,R3,20-Jun-20,M.C.G.,4:35 PM,0,Collingwood,81,St Kilda,37,2
2020R303,2020,R3,20-Jun-20,Docklands,1:45 PM,0,North Melbourne,60,Sydney,71,2
2020R302,2020,R3,19-Jun-20,Docklands,7:50 PM,0,Western Bulldogs,57,Greater Western Sydney,33,0
2020R301,2020,R3,18-Jun-20,M.C.G.,7:40 PM,0,Richmond,39,Hawthorn,71,0
2020R209,2020,R2,14-Jun-20,Docklands,6:05 PM,0,St Kilda,88,Western Bulldogs,49,5.8
2020R208,2020,R2,14-Jun-20,S.C.G.,3:35 PM,337,Sydney,73,Essendon,79,11
2020R207,2020,R2,14-Jun-20,Sydney Showground,1:05 PM,350,Greater Western Sydney,60,North Melbourne,80,7.4
2020R206,2020,R2,13-Jun-20,Carrara,7:40 PM,0,Gold Coast,90,West Coast,46,0
2020R205,2020,R2,13-Jun-20,Adelaide Oval,7:10 PM,2240,Port Adelaide,110,Adelaide,35,0.6
2020R204,2020,R2,13-Jun-20,Docklands,4:35 PM,0,Carlton,53,Melbourne,54,0
2020R203,2020,R2,13-Jun-20,Gabba,1:45 PM,0,Brisbane Lions,81,Fremantle,69,0
2020R202,2020,R2,12-Jun-20,Kardinia Park,7:50 PM,0,Geelong,108,Hawthorn,47,0
2020R201,2020,R2,11-Jun-20,M.C.G.,7:40 PM,0,Collingwood,36,Richmond,36,0
2020R1809,2020,R18,21-Sep-20,Gabba,7:15 PM,5424,Collingwood,45,Port Adelaide,61,0
2020R1808,2020,R18,20-Sep-20,Cazaly's Stadium,6:10 PM,3114,Fremantle,44,Western Bulldogs,74,0.2
2020R1807,2020,R18,20-Sep-20,Carrara,3:35 PM,2798,Sydney,63,Geelong,69,0
2020R1806,2020,R18,20-Sep-20,Adelaide Oval,12:35 PM,2136,Hawthorn,108,Gold Coast,57,0
2020R1805,2020,R18,19-Sep-20,Gabba,7:40 PM,14563,Brisbane Lions,78,Carlton,61,0.4
2020R1804,2020,R18,19-Sep-20,Adelaide Oval,4:40 PM,17710,Adelaide,33,Richmond,77,0
2020R1803,2020,R18,19-Sep-20,Carrara,2:10 PM,2175,Essendon,49,Melbourne,68,18.4
2020R1802,2020,R18,18-Sep-20,Gabba,7:50 PM,1528,St Kilda,82,Greater Western Sydney,30,0
2020R1801,2020,R18,17-Sep-20,Carrara,7:10 PM,724,North Melbourne,34,West Coast,49,0
2020R1709,2020,R17,14-Sep-20,Gabba,7:10 PM,2896,Collingwood,68,Gold Coast,46,0.8
2020R1708,2020,R17,13-Sep-20,Cazaly's Stadium,6:10 PM,3700,Sydney,41,Brisbane Lions,73,1.6
2020R1707,2020,R17,13-Sep-20,Adelaide Oval,3:05 PM,2625,Hawthorn,40,Western Bulldogs,76,9.2
2020R1706,2020,R17,13-Sep-20,Carrara,1:05 PM,2735,Carlton,56,Adelaide,72,7.8
2020R1705,2020,R17,12-Sep-20,Gabba,7:40 PM,1204,Greater Western Sydney,74,Melbourne,79,0.2
2020R1704,2020,R17,12-Sep-20,Adelaide Oval,4:35 PM,17482,Port Adelaide,79,Essendon,29,0
2020R1703,2020,R17,12-Sep-20,Carrara,2:10 PM,308,North Melbourne,35,Fremantle,99,0.2
2020R1702,2020,R17,11-Sep-20,Carrara,7:50 PM,7061,Geelong,31,Richmond,57,12
2020R1701,2020,R17,10-Sep-20,Gabba,7:10 PM,1925,St Kilda,50,West Coast,65,0
2020R1608,2020,R16,9-Sep-20,Gabba,7:10 PM,11292,Brisbane Lions,88,Gold Coast,43,0
2020R1607,2020,R16,8-Sep-20,Carrara,8:10 PM,1580,Carlton,57,Sydney,52,0
2020R1606,2020,R16,8-Sep-20,Adelaide Oval,5:10 PM,12436,Adelaide,59,Greater Western Sydney,47,0
2020R1605,2020,R16,7-Sep-20,Cazaly's Stadium,7:10 PM,3279,Melbourne,33,Fremantle,47,6
2020R1604,2020,R16,6-Sep-20,Carrara,6:10 PM,532,Western Bulldogs,49,West Coast,47,0
2020R1603,2020,R16,6-Sep-20,Gabba,3:35 PM,5011,Geelong,108,Essendon,42,0
2020R1602,2020,R16,6-Sep-20,Carrara,1:05 PM,2740,St Kilda,80,Hawthorn,66,0
2020R1601,2020,R16,5-Sep-20,Carrara,7:40 PM,592,North Melbourne,42,Port Adelaide,78,0
2020R1506,2020,R15,4-Sep-20,Gabba,7:50 PM,15036,Brisbane Lions,42,Collingwood,34,0
2020R1505,2020,R15,3-Sep-20,Carrara,7:10 PM,1469,Greater Western Sydney,48,Carlton,39,0
2020R1504,2020,R15,3-Sep-20,Cazaly's Stadium,4:40 PM,3199,Sydney,67,Melbourne,46,0
2020R1503,2020,R15,2-Sep-20,Carrara,7:10 PM,1818,Richmond,56,Fremantle,29,0
2020R1502,2020,R15,1-Sep-20,Gabba,8:10 PM,1932,West Coast,60,Essendon,45,0
2020R1501,2020,R15,1-Sep-20,Adelaide Oval,5:10 PM,6191,Hawthorn,48,Adelaide,83,0
2020R1408,2020,R14,30-Aug-20,Carrara,6:10 PM,3353,Gold Coast,91,North Melbourne,28,1.2
2020R1407,2020,R14,30-Aug-20,Gabba,3:35 PM,9033,Carlton,48,Collingwood,72,0
2020R1406,2020,R14,29-Aug-20,Traeger Park,7:10 PM,1917,Melbourne,52,St Kilda,49,
2020R1405,2020,R14,29-Aug-20,Perth Stadium,2:35 PM,24406,Fremantle,53,Greater Western Sydney,91,2.8
2020R1404,2020,R14,29-Aug-20,Adelaide Oval,1:15 PM,11801,Port Adelaide,73,Sydney,47,0
2020R1403,2020,R14,28-Aug-20,Carrara,7:50 PM,2156,Western Bulldogs,61,Geelong,72,0
2020R1402,2020,R14,27-Aug-20,Carrara,7:10 PM,3628,Richmond,88,West Coast,61,0
2020R1401,2020,R14,27-Aug-20,Adelaide Oval,4:10 PM,4973,Hawthorn,71,Essendon,87,0
2020R1309,2020,R13,24-Aug-20,Gabba,7:10 PM,2443,Collingwood,65,North Melbourne,35,0
2020R1308,2020,R13,23-Aug-20,Perth Stadium,4:10 PM,27339,West Coast,61,Greater Western Sydney,49,1
2020R1307,2020,R13,23-Aug-20,Gabba,3:35 PM,13750,Brisbane Lions,50,St Kilda,48,0
2020R1306,2020,R13,23-Aug-20,Adelaide Oval,12:35 PM,10431,Adelaide,37,Geelong,65,0.4
2020R1305,2020,R13,22-Aug-20,Perth Stadium,6:10 PM,24714,Fremantle,50,Sydney,19,0
2020R1304,2020,R13,22-Aug-20,Marrara Oval,7:15 PM,5401,Essendon,61,Richmond,73,0
2020R1303,2020,R13,22-Aug-20,Adelaide Oval,4:05 PM,11740,Port Adelaide,68,Hawthorn,58,3.8
2020R1302,2020,R13,22-Aug-20,Carrara,1:45 PM,1765,Western Bulldogs,80,Melbourne,52,0
2020R1301,2020,R13,21-Aug-20,Marrara Oval,7:20 PM,5172,Gold Coast,27,Carlton,60,0
2020R1209,2020,R12,17-Aug-20,Gabba,7:10 PM,4062,Richmond,53,Gold Coast,32,0
2020R1208,2020,R12,16-Aug-20,Perth Stadium,4:10 PM,22870,West Coast,81,Hawthorn,49,19.2
2020R1207,2020,R12,16-Aug-20,Gabba,3:35 PM,4686,St Kilda,68,Essendon,33,6.4
2020R1206,2020,R12,16-Aug-20,Carrara,1:05 PM,613,Western Bulldogs,111,Adelaide,54,0.2
2020R1205,2020,R12,15-Aug-20,Perth Stadium,6:10 PM,24114,Fremantle,36,Carlton,40,0.6
2020R1204,2020,R12,15-Aug-20,Gabba,5:10 PM,5338,Melbourne,100,Collingwood,44,1.4
2020R1203,2020,R12,15-Aug-20,Carrara,2:35 PM,2722,North Melbourne,52,Brisbane Lions,53,2
2020R1202,2020,R12,14-Aug-20,Carrara,7:50 PM,3378,Geelong,91,Port Adelaide,31,0
2020R1201,2020,R12,13-Aug-20,Perth Stadium,6:10 PM,6464,Sydney,66,Greater Western Sydney,25,0
2020R1108,2020,R11,12-Aug-20,Carrara,7:10 PM,4303,Gold Coast,73,Essendon,73,0
2020R1107,2020,R11,11-Aug-20,Adelaide Oval,6:05 PM,8577,Adelaide,38,Collingwood,62,0.2
2020R1106,2020,R11,10-Aug-20,Perth Stadium,6:40 PM,18512,Fremantle,48,Hawthorn,32,31
2020R1105,2020,R11,10-Aug-20,Gabba,6:10 PM,3903,St Kilda,34,Geelong,93,0
2020R1104,2020,R11,9-Aug-20,Adelaide Oval,5:40 PM,2172,Melbourne,92,North Melbourne,35,0
2020R1103,2020,R11,9-Aug-20,Perth Stadium,1:35 PM,19092,West Coast,72,Carlton,50,4.4
2020R1102,2020,R11,8-Aug-20,Gabba,7:40 PM,11061,Brisbane Lions,96,Western Bulldogs,72,11.6
2020R1101,2020,R11,8-Aug-20,Adelaide Oval,4:05 PM,10256,Port Adelaide,93,Richmond,72,1.4
2020R109,2020,R1,22-Mar-20,Perth Stadium,3:40 PM,0,West Coast,78,Melbourne,51,0
2020R108,2020,R1,22-Mar-20,M.C.G.,3:35 PM,0,Hawthorn,90,Brisbane Lions,62,0.2
2020R107,2020,R1,22-Mar-20,Docklands,1:05 PM,0,North Melbourne,56,St Kilda,54,0.2
2020R106,2020,R1,21-Mar-20,Sydney Showground,7:40 PM,0,Greater Western Sydney,105,Geelong,73,0
2020R105,2020,R1,21-Mar-20,Carrara,6:40 PM,0,Gold Coast,29,Port Adelaide,76,0
2020R104,2020,R1,21-Mar-20,Adelaide Oval,4:35 PM,0,Adelaide,71,Sydney,74,0
2020R103,2020,R1,21-Mar-20,Docklands,2:10 PM,0,Essendon,63,Fremantle,57,0.4
2020R102,2020,R1,20-Mar-20,Docklands,7:50 PM,0,Western Bulldogs,34,Collingwood,86,0
2020R101,2020,R1,19-Mar-20,M.C.G.,7:40 PM,0,Richmond,105,Carlton,81,0
2020R1007,2020,R10,7-Aug-20,Carrara,7:50 PM,1178,Essendon,55,Greater Western Sydney,59,1
2020R1006,2020,R10,6-Aug-20,Carrara,8:10 PM,3095,Gold Coast,74,St Kilda,78,0
2020R1005,2020,R10,6-Aug-20,Gabba,5:40 PM,4146,Collingwood,50,Sydney,41,0
2020R1004,2020,R10,5-Aug-20,Adelaide Oval,7:40 PM,12022,Adelaide,37,Melbourne,88,0
2020R1003,2020,R10,5-Aug-20,Gabba,5:40 PM,2282,Geelong,90,North Melbourne,57,0
2020R1002,2020,R10,4-Aug-20,Carrara,7:10 PM,5651,Richmond,82,Brisbane Lions,41,0
2020R1001,2020,R10,3-Aug-20,Adelaide Oval,6:40 PM,14159,Port Adelaide,55,Western Bulldogs,42,0
2020QF02,2020,QF,2-Oct-20,Gabba,7:50 PM,22104,Brisbane Lions,69,Richmond,54,0
2020QF01,2020,QF,1-Oct-20,Adelaide Oval,7:10 PM,22755,Port Adelaide,58,Geelong,42,1.6
2020PF02,2020,PF,17-Oct-20,Gabba,6:40 PM,29121,Brisbane Lions,42,Geelong,82,0
2020PF01,2020,PF,16-Oct-20,Adelaide Oval,7:20 PM,24292,Port Adelaide,40,Richmond,46,0.2
2020GF01,2020,GF,24-Oct-20,Gabba,6:30 PM,29707,Richmond,81,Geelong,50,0.4
2020EF02,2020,EF,3-Oct-20,Perth Stadium,6:10 PM,32865,West Coast,75,Collingwood,76,2.8
2020EF01,2020,EF,3-Oct-20,Gabba,4:40 PM,10561,St Kilda,67,Western Bulldogs,64,0
2019SF02,2019,SF,14-Sep-19,Gabba,7:25 PM,30034,Brisbane Lions,80,Greater Western Sydney,83,0
2019SF01,2019,SF,13-Sep-19,M.C.G.,7:50 PM,51813,Geelong,88,West Coast,68,0
2019R909,2019,R9,19-May-19,Sydney Showground,4:40 PM,9599,Greater Western Sydney,138,Carlton,45,0
2019R908,2019,R9,19-May-19,M.C.G.,3:20 PM,64936,Richmond,95,Hawthorn,59,0
2019R907,2019,R9,19-May-19,Adelaide Oval,12:40 PM,26129,Port Adelaide,89,Gold Coast,51,0
2019R906,2019,R9,18-May-19,Bellerive Oval,7:25 PM,12799,North Melbourne,72,Sydney,77,0
2019R905,2019,R9,18-May-19,Docklands,7:25 PM,29176,Essendon,60,Fremantle,53,0
2019R904,2019,R9,18-May-19,Kardinia Park,4:35 PM,31373,Geelong,133,Western Bulldogs,89,0
2019R903,2019,R9,18-May-19,Gabba,2:10 PM,20405,Brisbane Lions,93,Adelaide,92,1.6
2019R902,2019,R9,18-May-19,M.C.G.,1:45 PM,60702,Collingwood,112,St Kilda,71,0
2019R901,2019,R9,17-May-19,Perth Stadium,6:10 PM,51162,West Coast,85,Melbourne,69,1.8
2019R809,2019,R8,12-May-19,Perth Stadium,3:20 PM,42641,Fremantle,86,Richmond,111,0
2019R808,2019,R8,12-May-19,M.C.G.,3:20 PM,14636,Hawthorn,71,Greater Western Sydney,38,0.1
2019R807,2019,R8,12-May-19,Docklands,1:10 PM,21156,North Melbourne,80,Geelong,104,0.1
2019R806,2019,R8,11-May-19,Adelaide Oval,7:10 PM,49675,Port Adelaide,68,Adelaide,88,1
2019R805,2019,R8,11-May-19,Docklands,7:25 PM,24246,St Kilda,70,West Coast,88,9.8
2019R804,2019,R8,11-May-19,Carrara,4:35 PM,9765,Gold Coast,60,Melbourne,61,0
2019R803,2019,R8,11-May-19,Eureka Stadium,1:45 PM,9039,Western Bulldogs,92,Brisbane Lions,76,13
2019R802,2019,R8,11-May-19,M.C.G.,1:45 PM,69289,Carlton,87,Collingwood,106,9.8
2019R801,2019,R8,10-May-19,S.C.G.,7:50 PM,26502,Sydney,77,Essendon,72,0
2019R709,2019,R7,5-May-19,Adelaide Oval,4:10 PM,42383,Adelaide,51,Fremantle,34,0
2019R708,2019,R7,5-May-19,M.C.G.,3:20 PM,63527,Geelong,86,Essendon,54,2.2
2019R707,2019,R7,5-May-19,Docklands,1:10 PM,42430,Carlton,62,North Melbourne,120,2.2
2019R706,2019,R7,4-May-19,Perth Stadium,6:10 PM,47497,West Coast,80,Gold Coast,57,2
2019R705,2019,R7,4-May-19,Docklands,7:25 PM,36151,Western Bulldogs,99,Richmond,52,0.4
2019R704,2019,R7,4-May-19,Gabba,4:35 PM,20075,Brisbane Lions,103,Sydney,81,0
2019R703,2019,R7,4-May-19,Manuka Oval,1:45 PM,12633,Greater Western Sydney,114,St Kilda,70,
2019R702,2019,R7,4-May-19,M.C.G.,1:45 PM,40864,Melbourne,79,Hawthorn,74,0.4
2019R701,2019,R7,3-May-19,Docklands,7:50 PM,37559,Collingwood,108,Port Adelaide,69,0.2
2019R609,2019,R6,28-Apr-19,Kardinia Park,4:40 PM,28085,Geelong,104,West Coast,46,0
2019R608,2019,R6,28-Apr-19,York Park,3:20 PM,15888,Hawthorn,93,Carlton,88,0
2019R607,2019,R6,27-Apr-19,Perth Stadium,6:10 PM,43732,Fremantle,88,Western Bulldogs,69,0
2019R606,2019,R6,27-Apr-19,S.C.G.,7:25 PM,29780,Sydney,79,Greater Western Sydney,120,0
2019R605,2019,R6,27-Apr-19,Docklands,4:35 PM,28404,St Kilda,68,Adelaide,97,4
2019R604,2019,R6,27-Apr-19,Carrara,1:45 PM,13694,Gold Coast,62,Brisbane Lions,111,0
2019R603,2019,R6,26-Apr-19,Adelaide Oval,7:20 PM,36099,Port Adelaide,88,North Melbourne,72,0.2
2019R602,2019,R6,25-Apr-19,M.C.G.,3:20 PM,92241,Essendon,69,Collingwood,73,0
2019R601,2019,R6,24-Apr-19,M.C.G.,7:35 PM,72704,Richmond,85,Melbourne,42,0
2019R509,2019,R5,22-Apr-19,M.C.G.,3:20 PM,66347,Hawthorn,90,Geelong,113,1
2019R508,2019,R5,21-Apr-19,Adelaide Oval,4:10 PM,40847,Adelaide,119,Gold Coast,46,0.8
2019R507,2019,R5,21-Apr-19,Docklands,1:10 PM,35069,Western Bulldogs,57,Carlton,101,0
2019R506,2019,R5,20-Apr-19,Docklands,7:25 PM,40053,Richmond,89,Sydney,67,0
2019R505,2019,R5,20-Apr-19,M.C.G.,4:35 PM,35558,Melbourne,55,St Kilda,95,0
2019R504,2019,R5,20-Apr-19,Manuka Oval,1:45 PM,11277,Greater Western Sydney,82,Fremantle,106,0
2019R503,2019,R5,19-Apr-19,Perth Stadium,6:10 PM,49290,West Coast,53,Port Adelaide,95,23.4
2019R502,2019,R5,19-Apr-19,Docklands,4:20 PM,48278,North Melbourne,58,Essendon,116,0
2019R501,2019,R5,18-Apr-19,Gabba,7:35 PM,34017,Brisbane Lions,61,Collingwood,123,0.2
2019R409,2019,R4,14-Apr-19,Docklands,3:20 PM,35883,St Kilda,74,Hawthorn,69,0
2019R408,2019,R4,14-Apr-19,Carrara,2:40 PM,14176,Gold Coast,59,Carlton,57,0.2
2019R407,2019,R4,13-Apr-19,Perth Stadium,6:10 PM,58219,West Coast,69,Fremantle,56,0
2019R406,2019,R4,13-Apr-19,Docklands,7:25 PM,17207,North Melbourne,71,Adelaide,59,0
2019R405,2019,R4,13-Apr-19,Adelaide Oval,4:05 PM,38864,Port Adelaide,92,Richmond,99,0
2019R404,2019,R4,13-Apr-19,M.C.G.,2:10 PM,48289,Essendon,112,Brisbane Lions,65,0
2019R403,2019,R4,13-Apr-19,Kardinia Park,1:45 PM,28780,Geelong,75,Greater Western Sydney,79,0
2019R402,2019,R4,12-Apr-19,M.C.G.,7:50 PM,59257,Collingwood,78,Western Bulldogs,64,0
2019R401,2019,R4,11-Apr-19,S.C.G.,7:20 PM,26669,Sydney,78,Melbourne,100,0
2019R309,2019,R3,7-Apr-19,Perth Stadium,3:20 PM,38227,Fremantle,71,St Kilda,66,0
2019R308,2019,R3,7-Apr-19,M.C.G.,3:20 PM,36174,Hawthorn,87,North Melbourne,71,0
2019R307,2019,R3,7-Apr-19,Docklands,2:20 PM,22499,Western Bulldogs,68,Gold Coast,73,0
2019R306,2019,R3,6-Apr-19,M.C.G.,7:25 PM,60878,Collingwood,76,West Coast,98,0
2019R305,2019,R3,6-Apr-19,Gabba,6:25 PM,19958,Brisbane Lions,107,Port Adelaide,90,0
2019R304,2019,R3,6-Apr-19,Sydney Showground,4:35 PM,12697,Greater Western Sydney,125,Richmond,76,1.6
2019R303,2019,R3,6-Apr-19,Docklands,1:45 PM,39290,Carlton,74,Sydney,93,0
2019R302,2019,R3,5-Apr-19,M.C.G.,7:50 PM,52475,Melbourne,112,Essendon,130,0
2019R301,2019,R3,4-Apr-19,Adelaide Oval,7:20 PM,45631,Adelaide,75,Geelong,99,0
2019R2309,2019,R23,25-Aug-19,Adelaide Oval,4:10 PM,27504,Port Adelaide,110,Fremantle,67,0
2019R2308,2019,R23,25-Aug-19,M.C.G.,3:20 PM,76995,Richmond,82,Brisbane Lions,55,1.2
2019R2307,2019,R23,25-Aug-19,Eureka Stadium,1:10 PM,9560,Western Bulldogs,121,Adelaide,87,0.8
2019R2306,2019,R23,24-Aug-19,Perth Stadium,6:10 PM,55859,West Coast,67,Hawthorn,105,0.2
2019R2305,2019,R23,24-Aug-19,Carrara,7:25 PM,7610,Gold Coast,55,Greater Western Sydney,127,0
2019R2304,2019,R23,24-Aug-19,Kardinia Park,4:35 PM,31669,Geelong,129,Carlton,61,0
2019R2303,2019,R23,24-Aug-19,Bellerive Oval,2:10 PM,8202,North Melbourne,88,Melbourne,83,0
2019R2302,2019,R23,24-Aug-19,S.C.G.,1:45 PM,33722,Sydney,109,St Kilda,64,0
2019R2301,2019,R23,23-Aug-19,M.C.G.,7:50 PM,85405,Collingwood,76,Essendon,65,0
2019R2209,2019,R22,18-Aug-19,Docklands,4:40 PM,31331,Hawthorn,118,Gold Coast,48,0.1
2019R2208,2019,R22,18-Aug-19,Sydney Showground,3:20 PM,10139,Greater Western Sydney,65,Western Bulldogs,126,0
2019R2207,2019,R22,18-Aug-19,M.C.G.,1:10 PM,57415,Richmond,88,West Coast,82,0.1
2019R2206,2019,R22,17-Aug-19,Perth Stadium,6:10 PM,47833,Fremantle,55,Essendon,87,26.6
2019R2205,2019,R22,17-Aug-19,Docklands,7:25 PM,17063,North Melbourne,144,Port Adelaide,58,4
2019R2204,2019,R22,17-Aug-19,Adelaide Oval,4:05 PM,48175,Adelaide,48,Collingwood,114,0
2019R2203,2019,R22,17-Aug-19,Gabba,2:10 PM,35608,Brisbane Lions,75,Geelong,74,0
2019R2202,2019,R22,17-Aug-19,M.C.G.,1:45 PM,51786,Carlton,78,St Kilda,68,4
2019R2201,2019,R22,16-Aug-19,M.C.G.,7:50 PM,23700,Melbourne,42,Sydney,95,0.4
2019R2109,2019,R21,11-Aug-19,Perth Stadium,3:20 PM,54994,West Coast,90,Adelaide,80,0
2019R2108,2019,R21,11-Aug-19,M.C.G.,3:20 PM,51039,Richmond,73,Carlton,45,6.8
2019R2107,2019,R21,11-Aug-19,Docklands,1:10 PM,17715,St Kilda,72,Fremantle,69,6.8
2019R2106,2019,R21,10-Aug-19,Kardinia Park,7:25 PM,21664,Geelong,69,North Melbourne,14,5.6
2019R2105,2019,R21,10-Aug-19,Docklands,7:25 PM,41816,Essendon,33,Western Bulldogs,137,4.8
2019R2104,2019,R21,10-Aug-19,Gabba,4:35 PM,22530,Brisbane Lions,144,Gold Coast,53,0
2019R2103,2019,R21,10-Aug-19,Adelaide Oval,1:40 PM,29568,Port Adelaide,103,Sydney,56,5.8
2019R2102,2019,R21,10-Aug-19,M.C.G.,1:45 PM,31903,Melbourne,53,Collingwood,70,4.8
2019R2101,2019,R21,9-Aug-19,Manuka Oval,7:50 PM,11741,Greater Western Sydney,29,Hawthorn,85,0
2019R209,2019,R2,31-Mar-19,Carrara,3:40 PM,10119,Gold Coast,61,Fremantle,58,2.6
2019R208,2019,R2,31-Mar-19,M.C.G.,3:20 PM,39368,Hawthorn,87,Western Bulldogs,106,2
2019R207,2019,R2,31-Mar-19,Docklands,1:10 PM,23100,North Melbourne,87,Brisbane Lions,107,2
2019R206,2019,R2,30-Mar-19,Perth Stadium,5:10 PM,54985,West Coast,104,Greater Western Sydney,52,0
2019R205,2019,R2,30-Mar-19,Kardinia Park,7:25 PM,27561,Geelong,126,Melbourne,46,0
2019R204,2019,R2,30-Mar-19,Adelaide Oval,4:40 PM,41552,Port Adelaide,88,Carlton,72,1.8
2019R203,2019,R2,30-Mar-19,Docklands,4:35 PM,44252,Essendon,65,St Kilda,76,2.2
2019R202,2019,R2,29-Mar-19,S.C.G.,7:50 PM,32575,Sydney,62,Adelaide,88,0
2019R201,2019,R2,28-Mar-19,M.C.G.,7:20 PM,70699,Richmond,66,Collingwood,110,0
2019R2009,2019,R20,4-Aug-19,Gabba,4:40 PM,25831,Brisbane Lions,98,Western Bulldogs,80,0
2019R2008,2019,R20,4-Aug-19,Docklands,3:20 PM,32802,Carlton,75,West Coast,99,1.2
2019R2007,2019,R20,4-Aug-19,M.C.G.,1:10 PM,33577,Collingwood,120,Gold Coast,51,1.2
2019R2006,2019,R20,3-Aug-19,Adelaide Oval,7:10 PM,39984,Adelaide,92,St Kilda,70,0
2019R2005,2019,R20,3-Aug-19,M.C.G.,7:25 PM,37254,Melbourne,60,Richmond,93,0.2
2019R2004,2019,R20,3-Aug-19,Perth Stadium,2:35 PM,36310,Fremantle,95,Geelong,61,0
2019R2003,2019,R20,3-Aug-19,Sydney Showground,2:10 PM,16116,Greater Western Sydney,83,Sydney,81,0
2019R2002,2019,R20,3-Aug-19,Docklands,1:45 PM,42940,Essendon,67,Port Adelaide,126,0.2
2019R2001,2019,R20,2-Aug-19,Docklands,7:50 PM,33226,North Melbourne,86,Hawthorn,64,0.6
2019R1909,2019,R19,28-Jul-19,Carrara,4:40 PM,15759,Gold Coast,96,Essendon,106,0
2019R1908,2019,R19,28-Jul-19,S.C.G.,3:20 PM,32911,Sydney,80,Geelong,107,0
2019R1907,2019,R19,28-Jul-19,Docklands,1:10 PM,21181,Western Bulldogs,113,Fremantle,66,2
2019R1906,2019,R19,27-Jul-19,Adelaide Oval,7:10 PM,27591,Port Adelaide,55,Greater Western Sydney,56,0
2019R1905,2019,R19,27-Jul-19,Docklands,7:25 PM,22854,St Kilda,104,Melbourne,85,8
2019R1904,2019,R19,27-Jul-19,Perth Stadium,2:35 PM,54376,West Coast,121,North Melbourne,72,10.4
2019R1903,2019,R19,27-Jul-19,M.C.G.,2:10 PM,38369,Carlton,87,Adelaide,60,8
2019R1902,2019,R19,27-Jul-19,York Park,1:45 PM,15157,Hawthorn,60,Brisbane Lions,87,0.2
2019R1901,2019,R19,26-Jul-19,M.C.G.,7:50 PM,78722,Collingwood,66,Richmond,98,0
2019R1809,2019,R18,21-Jul-19,Docklands,4:40 PM,21705,St Kilda,116,Western Bulldogs,89,0
2019R1808,2019,R18,21-Jul-19,Traeger Park,2:50 PM,7164,Melbourne,78,West Coast,91,0
2019R1807,2019,R18,21-Jul-19,M.C.G.,1:10 PM,53636,Geelong,61,Hawthorn,85,0
2019R1806,2019,R18,20-Jul-19,Perth Stadium,6:10 PM,33594,Fremantle,52,Sydney,51,13.2
2019R1805,2019,R18,20-Jul-19,Gabba,7:25 PM,23833,Brisbane Lions,87,North Melbourne,75,0
2019R1804,2019,R18,20-Jul-19,Sydney Showground,4:35 PM,15467,Greater Western Sydney,122,Collingwood,75,0
2019R1803,2019,R18,20-Jul-19,Docklands,2:10 PM,31765,Carlton,99,Gold Coast,75,0
2019R1802,2019,R18,20-Jul-19,M.C.G.,1:45 PM,41642,Richmond,101,Port Adelaide,63,0
